id,name,installed_capacity_MW,pumping_MW,type,country_code,lat,lon,dam_height_m,volume_Mm3,storage_capacity_MWh,avg_annual_generation_GWh,pypsa_id,GEO,WRI
H3051,AEM80,0.08,,HROR,DE,49.96071,11.63968,,,,,,,
H3052,E-Werk,0.08,,HROR,DE,47.925879,12.831653,,,,,,,
H3053,E-Werk,0.08,,HROR,DE,47.925879,12.831653,,,,,,,
H3054,E-Werk,0.08,,HROR,DE,47.925879,12.831653,,,,,,,
H3055,Ramie 2,0.0788,,HROR,DE,48.106517,7.864628,,,,,,,
H3056,WKW-Stein,0.078,,HROR,DE,49.510805,12.22419,,,,,,,
H3057,WKA Walkmühle,0.078,,HROR,DE,49.38096,8.7886,,,,,,,
H3058,Kraftwerk Mohrenstein,0.078,,HROR,DE,49.73701,12.233501,,,,,,,
H3059,WKA-Dasselpark GbR,0.075,,HROR,DE,51.481488,8.257252,,,,,,,
H306,Happurg,160,,HPHS,DE,49.48711,11.47441,,,,,3237,,
H3060,WKA Biegert,0.075,,HROR,DE,48.803454,9.839621,,,,,,,
H3061,WKA Melchiorwehr,0.075,,HROR,DE,48.580625,9.2579,,,,,,,
H3062,Wasserkraftanlage HB 02 Espenfeld,0.075,,HROR,DE,50.812774,10.920596,,,,,,,
H3063,WKA Riedermühle,0.075,,HROR,DE,49.192944,13.05337,,,,,,,
H3064,WKA Triebwerk Nützel,0.075,,HROR,DE,49.494957,10.552984,,,,,,,
H3065,Elektrizitätswerk  Bergen,0.075,,HROR,DE,47.791458,12.579887,,,,,,,
H3066,Laufwasserkraftwerk Selbitztalstraße,0.075,,HROR,DE,50.328291,11.712392,,,,,,,
H3067,Kraftwerk Beilhack,0.075,,HROR,DE,47.85027,12.1263,,,,,,,
H3068,Wasserkraftanlage HB 09 Bienstädt,0.075,,HROR,DE,51.001582,10.849021,,,,,,,
H3069,WKA am Bärenpark,0.075,,HROR,DE,48.39257,8.30981,,,,,,,
H307,Bergeforsen Bergeforsen Hydroelectric Power Station Sweden - Bergeforsen Hydroelectric Power Station Sweden,160,,HROR,SE,62.5193565,17.3850875,36,,,735,768,46251,
H3070,"Wasserkraftanlage ""Ottenheimer Mühle""",0.075,,HROR,DE,48.386478,7.75266,,,,,,,
H3071,Wasserkraftanlage Meißenheimer Mühle,0.075,,HROR,DE,48.410748,7.770218,,,,,,,
H3072,"Triebwerk T 66, Anlagen-Nr. 408 125 670",0.075,,HROR,DE,48.61,9.45,,,,,,,
H3073,WKW B T22,0.075,,HROR,DE,48.538162,8.397262,,,,,,,
H3074,E-Werk Thannhausen,0.075,,HROR,DE,48.27826,10.471391,,,,,,,
H3075,Ehekirchmühle,0.075,,HROR,DE,48.32023,10.49294,,,,,,,
H3076,Wasserkraftwerk Kölbl,0.075,,HROR,DE,49.032645,13.149606,,,,,,,
H3077,WKA Obergurig/Arndt (ehemalige Papierfabrik),0.075,,HROR,DE,51.134568,14.406504,,,,,,,
H3078,WKA Gänsegarten,0.075,,HROR,DE,48.5905,9.2383,,,,,,,
H3079,WKA Winkelhof,0.075,,HROR,DE,48.386805,8.307135,,,,,,,
H3080,Wasserkraftanlage T 184 (Eyachmühle),0.075,,HROR,DE,48.780704,8.518315,,,,,,,
H3081,Wasserkraftwerk Firma Berger,0.075,,HROR,DE,48.61268,9.448006,,,,,,,
H3082,WKW II,0.075,,HROR,DE,48.149529,10.245124,,,,,,,
H3083,KKW,0.075,,HROR,DE,47.813,10.567,,,,,,,
H3084,Wasserkraftwerk,0.075,,HROR,DE,50.151,10.904,,,,,,,
H3085,Hausturbine,0.075,,HROR,DE,50.22,10.981,,,,,,,
H3086,Hausturbine,0.075,,HROR,DE,50.22,10.981,,,,,,,
H3087,Wasserkraftanlage Am Wehr,0.075,,HROR,DE,51.112445,6.626601,,,,,,,
H3088,Neumühle,0.075,,HROR,DE,47.753204,11.742502,,,,,,,
H3089,WKW Kuhmühle,0.0735,,HROR,DE,50.40128,11.81577,,,,,,,
H309,Los Peares,159,,HDAM,ES,42.465,-7.724,100.8,182,50000,,,,
H3090,Rissinsel 1,0.072,,HROR,DE,48.188244,9.826141,,,,,,,
H3091,EnergieWerk,0.072,,HROR,DE,47.916547,8.073437,,,,,,,
H3092,Wasserkraftwerk Wörthmühle,0.07,,HROR,DE,48.495452,12.424479,,,,,,,
H3093,WKW Rosshof,0.07,,HROR,DE,47.610277,12.942516,,,,,,,
H3094,Tanneneck T12,0.07,,HROR,DE,48.700768,8.744114,,,,,,,
H3095,WKW Schleifenhan,0.07,,HROR,DE,50.152571,10.920315,,,,,,,
H3096,Hefelemühle,0.07,,HROR,DE,48.891566,11.000514,,,,,,,
H3097,WKW Pfeiffer Schlöglmühle,0.07,,HROR,DE,47.661,10.783,,,,,,,
H3098,WKA Warnthal,0.07,,HROR,DE,49.383386,12.380682,,,,,,,
H3099,Wasserkraftwerk Wifling,0.068,,HROR,DE,48.231992,11.887824,,,,,,,
H310,Castelo bode Castelo Bode - G1 - Castelo do Bode Hydroelectric Power Plant Portugal,159,,HDAM,PT,39.5429,-8.3188,115,902.5,159500,396.5,2922,43550,
H3100,Steinenhausen,0.067,,HROR,DE,50.086819,11.401549,,,,,,,
H3101,Obermühle Herbsleben,0.067,,HROR,DE,51.121443,10.832759,,,,,,,
H3102,Wasserkraftwerk Mürsbach,0.066,,HROR,DE,50.061116,10.867945,,,,,,,
H3103,Wasserkraftanlage Liepe,0.065,,HROR,DE,52.8491,13.954902,,,,,,,
H3104,Wasserkraftanlage Stadtwerke Bad Herrenalb GmbH,0.064,,HROR,DE,48.802138,8.439955,,,,,,,
H3105,Wasserkraftwerk Artur Mutter,0.063,,HROR,DE,47.846529,7.985463,,,,,,,
H3106,WKA 2,0.063,,HROR,DE,48.388168,8.676599,,,,,,,
H3108,WKW I,0.062,,HROR,DE,48.144982,10.245877,,,,,,,
H3109,Ausleitungskraftwerk Wiester,0.061,,HROR,DE,48.362558,11.887288,,,,,,,
H311,Saint chamas SAINT CHAMAS - Saint Chamas Hydroelectric Power Station France,159,,HDAM,FR,43.52741,5.07342,,,,,1593,39735,
H3110,Kraftwerk Schönnen,0.06,,HROR,DE,49.62859,8.994899,,,,,,,
H3111,EW II,0.06,,HROR,DE,48.336,11.836,,,,,,,
H3112,Hölzleinsmühle,0.06,,HROR,DE,49.95303,11.606387,,,,,,,
H3113,Pertensteiner Mühle,0.06,,HROR,DE,47.941794,12.594126,,,,,,,
H3114,Haberstumpfmühle,0.06,,HROR,DE,49.623122,12.096796,,,,,,,
H3115,Hammermühle,0.06,,HROR,DE,49.297624,11.790959,,,,,,,
H3116,WKA Knecht-Mühle,0.06,,HROR,DE,49.40064,9.063767,,,,,,,
H3117,Wasserkraft Woebbel,0.06,,HROR,DE,51.865997,9.10192,,,,,,,
H3118,Wasserkraftwerk Wiesenmühle Mobendorf,0.06,,HROR,DE,50.958837,13.190744,,,,,,,
H3119,Häckermühle,0.06,,HROR,DE,48.824722,8.788333,,,,,,,
H3120,WKA Sägewerk Schele,0.06,,HROR,DE,47.658686,9.921478,,,,,,,
H3121,Wasserkraftwerk Lücköge,0.06,,HROR,DE,51.32761,7.51639,,,,,,,
H3122,Wasserkraftwerk Walzenmühle Trier-Ehrang,0.06,,HROR,DE,49.808406,6.683345,,,,,,,
H3123,Schnellinger Mühle,0.06,,HROR,DE,48.655108,13.33997,,,,,,,
H3124,"WKA Obermühle (""Schreinersäge"")",0.06,,HROR,DE,48.970009,13.128176,,,,,,,
H3125,EW1,0.06,,HROR,DE,48.324,11.841,,,,,,,
H3126,EWBruck,0.06,,HROR,DE,48.116475,12.571996,,,,,,,
H3127,Wasserkraftwerk Auerhammer 3,0.06,,HROR,DE,50.579227,12.687006,,,,,,,
H3128,WKW Dammer Mühle,0.06,,HROR,DE,51.225,6.875,,,,,,,
H3129,Wasserkraft Alling,0.06,,HROR,DE,48.983967,11.978167,,,,,,,
H313,Orphey Orfeus bulgeria HPP_ORFEUS_PUMP - Orfeus Pumped Storage Hydroelectric Power Plant Bulgeria,160,43,HPHS,BG,41.9404,24.27,124.5,226.12,13150,154,3147,42186,
H3130,Wasserkraftanlage Unterdietfurt,0.06,,HROR,DE,48.390922,12.664592,,,,,,,
H3131,E-Werk Mackenschleif,0.06,,HROR,DE,49.174,12.474,,,,,,,
H3132,WKA Obermühle (Schreinersäge),0.06,,HROR,DE,48.97,13.128,,,,,,,
H3133,Wasserkraftwerk am Jenbach,0.06,,HROR,DE,47.763,12.013,,,,,,,
H3134,E-Werk Jochenstein,0.059,,HROR,DE,48.51534,13.72737,,,,,,,
H3135,WKW-Dießfurt,0.0575,,HROR,DE,49.733668,11.972547,,,,,,,
H3136,Wasserkraftwerk Moosmühle,0.056,,HROR,DE,48.693806,12.695283,,,,,,,
H3137,Stegen,0.056,,HROR,DE,49.403912,12.417129,,,,,,,
H3138,Turbine im Hochbehälter Klieve,0.055,,HROR,DE,51.571677,8.281897,,,,,,,
H3139,Gutenbiegen Waischenfeld,0.055,,HROR,DE,49.851516,11.334638,,,,,,,
H3140,Wasserkraftwerk Wiesentmühle,0.055,,HROR,DE,49.736643,11.139531,,,,,,,
H3141,Wasserkraftwerk Tränkmühle,0.055,,HROR,DE,48.433221,11.100392,,,,,,,
H3142,WKA Bermersbach,0.055,,HROR,DE,48.6922,8.3395,,,,,,,
H3143,WKW Rohrdorf,0.055,,HROR,DE,48.574255,8.689591,,,,,,,
H3144,Untere Mühle,0.055,,HROR,DE,49.299724,9.824035,,,,,,,
H3145,Grubmühle,0.055,,HROR,DE,48.838102,13.352298,,,,,,,
H3146,Silbermühle,0.055,,HROR,DE,49.413225,12.420541,,,,,,,
H3147,KW Lochmühle,0.055,,HROR,DE,47.68866,7.93968,,,,,,,
H3148,Hilpischmühle,0.055,,HROR,DE,50.628167,7.970693,,,,,,,
H3149,Dreyse-Mühle Sömmerda,0.055,,HROR,DE,51.161073,11.116073,,,,,,,
H315,Żydowo ZydowoPS - Zydowo Pumped Storage Hydroelectric Power Plant Poland,157,136,HPHS,PL,54.0216713,16.7385445,,,6600,,1554,42470,
H3150,WKA Deggingen Alleenweg,0.055,,HROR,DE,48.35394,9.43156,,,,,,,
H3151,WKA Greitschütz,0.055,,HROR,DE,51.145794,12.234119,,,,,,,
H3152,WKA Heibo,0.055,,HROR,DE,48.867836,13.448393,,,,,,,
H3153,Wasserkraft Werk I,0.055,,HROR,DE,47.851,12.123,,,,,,,
H3154,Burggrub,0.055,,HROR,DE,49.827077,12.095821,,,,,,,
H3155,Kronau 1,0.055,,HROR,DE,49.874025,11.994458,,,,,,,
H3156,Kleinwasserkraftanlage,0.055,,HROR,DE,48.399,11.749,,,,,,,
H3157,WKA Fuchs,0.055,,HROR,DE,48.978701,12.838802,,,,,,,
H3158,Wasserkraftwerk Grub,0.054,,HROR,DE,49.677287,11.984296,,,,,,,
H3159,Wasserkraft,0.054,,HROR,DE,49.771,11.004,,,,,,,
H316,Marckolsheim MARCKOLSHEIM - Marckolsheim Hydroelectric Power Station France,156.2,,HROR,FR,48.15371,7.5898,22,18.148,,,1655,39808,
H3160,Wasserkraftwerk Wiesmühle in Glonn,0.053,,HROR,DE,47.982105,11.863389,,,,,,,
H3161,Herschfelder Mühle,0.052,,HROR,DE,50.334363,10.237375,,,,,,,
H3162,Rabenecker Mühle,0.052,,HROR,DE,49.822791,11.325715,,,,,,,
H3163,Wasserkraftwerk Dreis,0.05,,HROR,DE,49.93988,6.810129,,,,,,,
H3164,WKA Rieger,0.05,,HROR,DE,47.439367,11.266718,,,,,,,
H3165,Wasserkraftwerk Obereinbuch,0.05,,HROR,DE,49.010774,11.941806,,,,,,,
H3166,Wasserkraft Burggrub 28,0.05,,HROR,DE,49.824882,12.098968,,,,,,,
H3167,Hammermühle,0.05,,HROR,DE,49.076636,11.816349,,,,,,,
H3168,Wasserkraftanlage Katharinenthal,0.05,,HROR,DE,49.389472,12.392978,,,,,,,
H3169,Beckmühle Aichach,0.05,,HROR,DE,48.45503,11.123329,,,,,,,
H317,Caderousse CADEROUSSE - Caderousse Hydroelectric Power Station France,156,,HROR,FR,44.09606,4.72329,25,47.5,,,1591,39825,
H3170,Wasserkraftwerk Mühle Münsa,0.05,,HROR,DE,50.982927,12.474921,,,,,,,
H3171,Wasserkraftanlage Kocherstetten,0.05,,HROR,DE,49.263297,9.757519,,,,,,,
H3172,Bruckmühle Wasserkraftanlage,0.05,,HROR,DE,48.981032,12.992968,,,,,,,
H3173,Kraftwerk Eichenkofen,0.05,,HROR,DE,48.345217,11.921901,,,,,,,
H3174,EW-Rosenau,0.05,,HROR,DE,48.86514,13.418425,,,,,,,
H3175,Wasserkraft Gen2,0.05,,HROR,DE,49.537,12.15,,,,,,,
H3176,Wasserkraft Gen2,0.05,,HROR,DE,49.537,12.15,,,,,,,
H3177,G1,0.05,,HROR,DE,48.605,13.112,,,,,,,
H3178,WKA Am Kurpark,0.04864,,HROR,DE,48.971404,13.131156,,,,,,,
H3179,"Beck WKA, Mühlwand an der Göltzsch",0.04854,,HROR,DE,50.60295,12.283093,,,,,,,
H318,Ottmarsheim OTTMARSHEIM - Ottmarsheim Hydroelectric Power Station France,156,,HROR,FR,47.77399,7.52246,,,,,1670,39779,
H3180,Wasserkraftwerk Engenthal,0.0485,,HROR,DE,49.615364,11.543179,,,,,,,
H3181,Neuwerk,0.0485,,HROR,DE,49.964,11.764,,,,,,,
H3182,Loitersdorfer Mühle,0.048,,HROR,DE,48.548112,12.511896,,,,,,,
H3183,Allingwerk,0.048,,HROR,DE,48.983967,11.978167,,,,,,,
H3184,Wallauer Mühle,0.048,,HROR,DE,49.5053,9.0527,,,,,,,
H3185,Wassermühlenwerk Sterner,0.048,,HROR,DE,50.702435,12.170549,,,,,,,
H3186,"WKA Mochenwangen, T3 an der Schussen",0.048,,HROR,DE,47.875001,9.636038,,,,,,,
H3187,Wasserfall,0.0465,,HROR,DE,50.094101,11.763855,,,,,,,
H3188,WKA am Hochfallbach von Marianne Müller,0.04636,,HROR,DE,49.095417,13.051055,,,,,,,
H319,Sällsjö,160,,HDAM,SE,64.75066735,20.95279455,194,700,,350,3752,,
H3190,WKA Mooshütte,0.045,,HROR,DE,49.13631,13.12805,,,,,,,
H3191,Stauwerksanlage und Triebwerk an der Pegnitz in Enzendorf,0.045,,HROR,DE,49.585,11.476,,,,,,,
H3192,Maschinenfabrik Schlenker,0.045,,HROR,DE,48.203311,8.233781,,,,,,,
H3193,Schutter,0.045,,HROR,DE,48.33396,7.916731,,,,,,,
H3194,Lumpenmühle,0.045,,HROR,DE,48.160156,8.644773,,,,,,,
H3195,Wasserkraftwerk Straub,0.045,,HROR,DE,48.132289,9.795827,,,,,,,
H3196,Trinkwasserturbine HB Burgbreite,0.045,,HROR,DE,51.83977,10.799392,,,,,,,
H3197,Papiermühle,0.045,,HROR,DE,50.721773,9.952288,,,,,,,
H3198,Wasserrad Chamerau,0.045,,HROR,DE,49.197362,12.743825,,,,,,,
H3199,WKA Talsperre Rauschenbach,0.045,,HROR,DE,50.695577,13.49828,,,,,,,
H32,Venda Nova III / Frades II,780,780,HPHS,PT,41.692695,-8.027817,420,,,1441,2908,43565,WRI1023232
H320,Midskog Vermunt Hydroelectric Power Plant Austria - Midskog Hydroelectric Power Plant Sweden,155,,HDAM,SE,63.2411585,15.2339025,27,53,,748,773,46239,
H3200,WKA Elstertrebnitz,0.045,,HROR,DE,51.152412,12.242922,,,,,,,
H3201,WKA Elstertrebnitz,0.045,,HROR,DE,51.152412,12.242922,,,,,,,
H3202,WKA Elstertrebnitz,0.045,,HROR,DE,51.152423,12.242914,,,,,,,
H3203,WKA Elstertrebnitz,0.045,,HROR,DE,51.152423,12.242914,,,,,,,
H3204,Kreuztal,0.045,,HROR,DE,47.62512,10.083089,,,,,,,
H3205,Wasserkraftanlage Wasserwiese,0.045,,HROR,DE,48.89747,11.18073,,,,,,,
H3206,Generator,0.045,,HROR,DE,49.603,7.503,,,,,,,
H3207,Gen 1,0.045,,HROR,DE,47.827,9.649,,,,,,,
H3208,WKW,0.045,,HROR,DE,51.191869,7.573315,,,,,,,
H3209,Kronau 5,0.045,,HROR,DE,49.930113,11.999293,,,,,,,
H321,Kembs,155,,HROR,CH,47.65495595,7.519415906,,,,,5160,,
H3210,EW2 Bammental,0.044,,HROR,DE,49.357446,8.784578,,,,,,,
H3211,Wasser,0.043,,HROR,DE,48.63,12.404,,,,,,,
H3212,E-Werk,0.043,,HROR,DE,47.922708,12.836855,,,,,,,
H3213,E-Werk,0.043,,HROR,DE,47.922708,12.836855,,,,,,,
H3214,E-Werk,0.043,,HROR,DE,47.922708,12.836855,,,,,,,
H3215,Wasserkraftanlage Schwarzachmühle,0.0421,,HROR,DE,49.016784,13.173003,,,,,,,
H3216,Wasserkraft,0.042,,HROR,DE,48.668,12.599,,,,,,,
H3217,Juliushammer,0.04,,HROR,DE,50.033089,12.043539,,,,,,,
H3218,E-Werk Schmid,0.04,,HROR,DE,48.243349,12.893095,,,,,,,
H3219,Stauweiher / Wasserkraft Fichtner,0.04,,HROR,DE,47.730128,11.846137,,,,,,,
H322,Ilarionas ILARIONAS - Ilarionas Hydroelectric Power Plant Greece,154,,HDAM,EL,40.0966,21.8039,130,520,72000,413,3000,42790,
H3220,Wasserkraftwerk Spörermühle Wang (Eching),0.04,,HROR,DE,48.49112,12.007471,,,,,,,
H3221,Wasserkraftwerk Hofmühle Bad Aibling,0.04,,HROR,DE,47.867294,12.009542,,,,,,,
H3222,WKA Graßlsäge,0.04,,HROR,DE,49.201626,12.988327,,,,,,,
H3223,Wasserkraftanlage Zastler,0.04,,HROR,DE,47.912045,7.999142,,,,,,,
H3224,Schloßmühle Haigerloch,0.04,,HROR,DE,48.367304,8.806412,,,,,,,
H3225,Marktmühle Plank,0.04,,HROR,DE,49.065454,11.884709,,,,,,,
H3226,Stoibersäge,0.039,,HROR,DE,49.2051,12.95413,,,,,,,
H3227,Wasserkraftwerk,0.038,,HROR,DE,49.816943,11.310028,,,,,,,
H3228,WKW-Lenkenhütte,0.038,,HROR,DE,49.358917,12.742587,,,,,,,
H3229,Kraftwerk Krummennaab,0.038,,HROR,DE,49.828673,12.096103,,,,,,,
H323,Kembs KEMBS - Kembs Hydroelectric Power Station France,153.7,,HROR,FR,47.655,7.52,27,13,,,2944,39780,
H3230,Wasserkraftanlage Hausermühle,0.038,,HROR,DE,50.556828,8.501659,,,,,,,
H3231,WKW S2,0.038,,HROR,DE,49.153142,12.457944,,,,,,,
H3232,Wasserkraftwerk OB,0.038,,HROR,DE,49.097,11.806,,,,,,,
H3233,Wimmermühle,0.0378,,HROR,DE,48.600424,12.246121,,,,,,,
H3234,Wasserkraftanlage Obere Hopfau,0.0375,,HROR,DE,49.862239,12.00937,,,,,,,
H3235,Wasserkraftanlage Äppelmannsmühle,0.037,,HROR,DE,50.535088,8.040911,,,,,,,
H3236,Wasserkraft Teufelsmühle,0.037,,HROR,DE,51.684429,9.567416,,,,,,,
H3237,Aquawatt,0.037,,HROR,DE,51.064772,9.608377,,,,,,,
H3238,Frischenmühle,0.037,,HROR,DE,50.075106,11.427954,,,,,,,
H3239,WKW Müller,0.037,,HROR,DE,48.42864,8.18674,,,,,,,
H324,Sloy SLOY SLOY-1 - Loch Sloy Hydroelectric Power Plant UK,152.5,,HDAM,UK,56.261512,-4.763588,56,35.679,,130,182,44140,
H3240,WKA Münstertal,0.037,,HROR,DE,47.875525,7.840687,,,,,,,
H3241,Kraftwerk Köngetried,0.037,,HROR,DE,47.978583,10.459192,,,,,,,
H3242,Wasserkraftanlage Gipsmühle,0.037,,HROR,DE,50.026221,9.731182,,,,,,,
H3243,"Wasserkraftanlage ""Am Gewerbekanal 5""",0.037,,HROR,DE,48.090951,7.952243,,,,,,,
H3244,E-Werk Möckmühl,0.037,,HROR,DE,49.320397,9.35956,,,,,,,
H3245,WkW-Turbine,0.037,,HROR,DE,47.597,10.118,,,,,,,
H3246,Wasserkraft Singold,0.037,,HROR,DE,48.079283,10.783028,,,,,,,
H3247,Haufenmühlbach,0.037,,HROR,DE,49.101439,13.004105,,,,,,,
H3248,Haufenmühlbach,0.037,,HROR,DE,49.101439,13.004105,,,,,,,
H3249,Wasserkraftwerk I,0.037,,HROR,DE,49.169324,11.751251,,,,,,,
H325,Rhinau RHINAU - Rhinau Hydroelectric Power Station France,152,,HROR,FR,48.28412,7.67728,18,20,,,1679,39809,
H3250,Generator Reschbachtal,0.037,,HROR,DE,48.891,13.575,,,,,,,
H3251,Roland Wilhelm,0.0368,,HROR,DE,49.050347,12.913492,,,,,,,
H3252,Wirsberg,0.03648,,HROR,DE,50.118608,11.612726,,,,,,,
H3253,Kraftwerk Ebersberg,0.036,,HROR,DE,49.61921,8.994613,,,,,,,
H3254,Wasserkraftwerk Oberau,0.036,,HROR,DE,47.561735,11.131367,,,,,,,
H3255,WKA Unterlind,0.036,,HROR,DE,49.97351,11.873683,,,,,,,
H3256,Wasserkraft am Rönischbächle,0.036,,HROR,DE,47.786627,8.048235,,,,,,,
H3257,WKA Moeve,0.035,,HROR,DE,48.483151,9.221364,,,,,,,
H3258,Blessinghof-Säge,0.035,,HROR,DE,47.977291,8.296672,,,,,,,
H3259,Peter Höfelmayr Bernhard Höflmayr,0.035,,HROR,DE,48.002411,10.18243,,,,,,,
H326,Forsmo Forsmo Hydroelectric Power Plant Sweden - Forsmo Hydroelectric Power Plant Sweden,155,,HDAM,SE,63.266912,17.204441,25,4.8,,753,769,46238,
H3260,Kraftwerk Eßmühle,0.035,,HROR,DE,47.979979,10.455546,,,,,,,
H3261,WKA Oberpremrain,0.035,,HROR,DE,47.803452,11.953301,,,,,,,
H3262,WKW Weiden,0.035,,HROR,DE,49.681642,12.179583,,,,,,,
H3263,Essmühle,0.035,,HROR,DE,47.973874,10.458747,,,,,,,
H3264,E-Werk,0.035,,HROR,DE,47.922591,12.836136,,,,,,,
H3265,E-Werk,0.035,,HROR,DE,47.922591,12.836136,,,,,,,
H3266,E-Werk,0.035,,HROR,DE,47.922591,12.836136,,,,,,,
H3267,Wasserkraftwerk Schuhmühle,0.0342,,HROR,DE,49.939546,11.712551,,,,,,,
H3268,Wasserkraftwerk Pretzabruck,0.034,,HROR,DE,49.392904,12.167156,,,,,,,
H3269,Stadtmühle,0.034,,HROR,DE,49.207596,9.985508,,,,,,,
H327,SEDRUN,151,,HDAM,CH,46.639999,8.761,,,,,2581,,
H3270,WKW Asamhof Kissing,0.034,,HROR,DE,48.293859,10.987477,,,,,,,
H3271,Wasserkraftwerk in Wannbach,0.034,,HROR,DE,49.74696,11.212606,,,,,,,
H3272,Wasserkraftwerk Asamhof,0.034,,HROR,DE,48.293639,10.987414,,,,,,,
H3273,34KW Wasserkraft,0.034,,HROR,DE,48.547841,8.036333,,,,,,,
H3274,WKA Keilmühle,0.033,,HROR,DE,51.048348,9.186755,,,,,,,
H3275,WKA Neumaier,0.033,,HROR,DE,49.276099,12.926121,,,,,,,
H3276,Wasserkraftanlage Markt Dachsbach,0.033,,HROR,DE,49.641537,10.704757,,,,,,,
H3277,Grünstein,0.032,,HROR,DE,50.088266,11.725782,,,,,,,
H3278,"Wasserkraftwerk Pommelsbrunn, am Högenbach",0.032,,HROR,DE,49.504116,11.4948,,,,,,,
H3279,T5 Bühlsägemühle an der Kleinen Kinzig,0.032,,HROR,DE,48.365646,8.371235,,,,,,,
H328,Mareges MAREGES - Mareges Hydroelectric Power Station France,150,,HROR,FR,45.39171,2.36446,90,47,,,1656,39738,
H3280,Hartlmühle,0.032,,HROR,DE,48.694789,13.822746,,,,,,,
H3281,"Wasserkraftwerk Achsenschmiede Rübeland - Neuwerk, Im Kreuztal",0.032,,HROR,DE,51.757542,10.86552,,,,,,,
H3282,Passau-Ingling,86.4,,HROR,DE,48.55369,13.4356937,,,,504,,,
H3283,Moglicë,182.5,,HDAM,AL,40.6939862,20.439501,167,360,,475,,,
H3286,Fangu,74.6,,HROR,AL,41.705833,19.770278,,,,221.4,,,
H3287,Faxälven,178,,HDAM,SE,63.1837,17.0968,82,,,1005,,,
H3288,Riddes,258,,HDAM,CH,46.1573658,7.2092733,,,,667.8,,,
H329,SUGAG1 - Sugag (Tau) Hydroelectric Power Station Romania,150,,HDAM,RO,45.776001,23.653999,78,21,,,,40981,
H3290,Prelle,10.7,,HROR,AL,41.69380833,20.0131694,,,,,,,
H3293,Vlushe,14.2,,HROR,AL,40.506225,20.310079,,,,65,,,
H3296,Shkalle,12.75,,HROR,AL,41.579025,20.12165833,,,,,,,
H3297,Pobreg,9,,HROR,AL,42.085925,19.79325278,,,,,,,
H3298,Erne Scheme,65,,HROR,IE,54.5,-8.19,10,,,290,,,
H3299,Châtelard - Barberine,107,30,HPHS,CH,46.058217,6.956967,804,,8960,160,,,
H33,Čierny váh Cierny Vah TG1 - Cierny Vah Pumped Storage Hydroelectric Power Plant Slovakia,735.16,,HPHS,SK,49.0091,19.91203,427,3.7,,,1556,42635,GEODB0042635
H330,Waldshut Schluchsee,150,80,HPHS,DE,47.61777,8.1926,160,1.35,480,,1852,,
H3300,Liffey Scheme / Poulaphouca,38,,HROR,IE,53.1233,-6.5058,,,,,,,
H3301,Centrale Uvini Monte Su Rei,14.42,,HDAM,IT,39.599699,9.257067,40,583,55285,,,,
H3302,Caroso Borzonasca,9,,HDAM,IT,44.42463,9.395171,391.8,0.22,20434,12.9,,,
H3303,San Michele Caroso Borzonasca,9,,HDAM,IT,44.42463,9.395171,393.8,4.81,4490,12,,,
H3304,Centrale di Airole,8.8,,HROR,IT,43.869813,7.549187,110.3,,,48,,,
H3305,Centrale di Bevera,5.1,,HROR,IT,43.822105,7.579253,52.9,,,26,,,
H3306,Cairo Montenotte,7,,HDAM,IT,44.3938,8.2787,94.7,13.22,,12,,,
H3307,Spigno Monferrato,12.8,,HDAM,IT,44.539551,8.338876,67,2.3,365,21,,,
H3308,Molare,6,,HDAM,IT,44.613917,8.606257,88.9,1,,13,,,
H3309,Ponte Vizzà,5.8,,HDAM,IT,44.250215,9.679784,50,0.26,,13,,,
H331,Stratos,150,,HDAM,EL,38.676,21.3233,26,80,1000,,2979,42800,
H3310,Radicone Troina,29.8,,HDAM,IT,37.829642,14.576644,940,50,,50,,,
H3311,Centrale di Contrasto Adrano,35,,HDAM,IT,37.65189,14.805299,,,,,,,
H3312, Valsoera - Telessio,34.4,,HPHS,IT,45.487814,7.395236,555,7.7,,40,,,
H3313,Bardonetto - Pont,14.6,,HROR,IT,45.406252,7.487785,,,,70,,,
H3314,Telessio - Eugio - Rosone,82.4,,HDAM,IT,45.433313,7.417422,1217,27.95,,200,,,
H3315,San Lorenzo - Rosone,4.3,,HDAM,IT,45.433313,7.417422,,,,8,,,
H3316,Salbertrand - Chiomonte,15,,HROR,IT,45.12167,6.979784,,,,,,,
H3317,Centrale Rusca,6.53,,HROR,IT,45.529214,9.533849,,,,55,,,
H3318,Vaprio D'Adda,20,,HROR,IT,45.576941,9.535214,,,,,,,
H3319,San Giovanni Bianco,4,,HROR,IT,45.8828,9.653113,,,,,,,
H3320,Dezzo di Scalve (derivazione Dezzo),3.06,,HROR,IT,45.983092,10.10006,,,,,,,
H3321,Palazzolo sull'Oglio,4.08,,HROR,IT,45.601663,9.885631,,,,,,,
H3322,Mazzunno ,6.4,,HROR,IT,45.911244,10.123854,,,,,,,
H3323,Edison Carlo Esterle Cornate D'Adda,23,,HROR,IT,45.6540043,9.4847369,,,,178.6,,,
H3324,Edison Angelo Bertini Paderno,11,,HROR,IT,45.6647544,9.4833148,,,,51,,,
H3325,Farigliano,5,,HROR,IT,44.509523,7.912195,,,,27,,,
H3326,Istrago,7,,HROR,IT,46.110463,12.880402,,,,40.85,,,
