id,name,installed_capacity_MW,pumping_MW,type,country_code,lat,lon,dam_height_m,volume_Mm3,storage_capacity_MWh,avg_annual_generation_GWh,pypsa_id,GEO,WRI
H3327,Centrale di Canistro,7.96,,HDAM,IT,41.9407659,13.4028744,106.5,0.16,,24.1,,,
H3328,Centrale di Rezzalasco,10,,HROR,IT,46.348831,10.355053,,,,33,,,
H3329,Foz Tua,255,,HPHS,PT,42.25183,-8.1419,107,106,,275,,,
H333,Pont ventoux,150,75,HPHS,IT,45.141299,6.962786,520,,540,,208,,
H3330,Ribeiradio Ermida,82.3,,HDAM,PT,40.991739,-8.1419,74,88.3,,139,,,
H3331,Centrale Santu Miali,27.5,,HDAM,IT,39.5366292,8.9544651,115,1.4,,,,,
H3332,Centrale di Casteldoria,5,,HDAM,IT,40.889793,8.893944,26,3.55,,11.863,,,
H3333,Popina Laka,21.5,,HDAM,BG,41.65627,23.3754,532,0.046,,,,,
H3334,Lilyanovo,20,,HDAM,BG,41.62674,23.33449,250,0.045,,,,,
H3335,Sandanski I,14.2,,HDAM,BG,41.58536,23.2905,230,0.03,,,,,
H3336,Cumpanita,4.8,,HROR,RO,45.43642,24.57988,,,,,,,
H3337,Valsan,5,,HDAM,RO,45.413408,24.708014,5.5,0.175,,,,,
H3338,Oiesti,15,,HROR,RO,45.23495,24.655669,,,,,,,
H3339,ALBESTI,15,,HROR,RO,45.216514,24.657876,,,,,,,
H334,Hackren,152,,HDAM,SE,63.197917,13.50875,67,700,,312,,,
H3340,CERBURENI,15,,HROR,RO,45.192216,24.661323,,,,,,,
H3341,VALEA IASULUI,15,,HROR,RO,45.163978,24.659183,,,,,,,
H3342,CURTEA DE ARGES,7.7,,HROR,RO,45.144537,24.670473,,,,,,,
H3343,NOAPTES,15.4,,HROR,RO,45.125023,24.665071,,,,,,,
H3344,BAICULESTI,15.4,,HROR,RO,45.058839,24.688304,,,,,,,
H3345,MANICESTI,11.5,,HROR,RO,45.027604,24.704904,,,,,,,
H3346,MERISANI,11.5,,HROR,RO,44.956083,24.763985,,,,,,,
H3347,BASCOV,7.7,,HDAM,RO,44.89636,24.847892,,,,,,,
H3348,PITESTI,7.7,,HDAM,RO,44.845314,24.904656,,,,,,,
H3349,GOLESTI (Calinesti),8,,HDAM,RO,44.807323,24.99551,,,,,,,
H3350,MIHAILESTI,10,,HDAM,RO,44.327175,25.946302,,,,,,,
H3351,LERESTI,19,,HDAM,RO,45.3942,25.0625,,,,,,,
H3352,VOINESTI,5.2,,HDAM,RO,45.30504,25.070867,,,,,,,
H3353,PANGARATI,23,,HDAM,RO,46.925769,26.215466,,,,,,,
H3354,VADURI,44,,HDAM,RO,46.932513,26.27016,,,,,,,
H3355,VANATORI,14,,HROR,RO,46.871156,26.486143,,,,,,,
H3356,ROZNOV,14,,HROR,RO,46.848185,26.508258,,,,,,,
H3357,ZANESTI,14,,HROR,RO,46.815396,26.569482,,,,,,,
H3358,COSTISA,14,,HROR,RO,46.770213,26.61912,,,,,,,
H3359,BUHUSI,11,,HROR,RO,46.722069,26.671456,,,,,,,
H336,Ramsele,150,,HROR,SE,63.541981,16.45496,,,,869,2871,,
H3360,GARLENI,23,,HROR,RO,46.667197,26.813902,,,,,,,
H3361,LILIECI,23,,HROR,RO,46.615654,26.897527,,,,,,,
H3362,BACAU,30,,HROR,RO,46.541997,26.948323,,,,,,,
H3363,MOVILENI,33.9,,HDAM,RO,45.78295,27.341556,,,,,,,
H3364,CINDESTI,11.45,,HROR,RO,45.272651,26.70468,,,,,,,
H3365,VERNESTI,11.8,,HROR,RO,45.224081,26.733625,,,,,,,
H3366,SIMILEASCA,11.7,,HROR,RO,45.187152,26.764864,,,,,,,
H3367,SACADAT,10,,HROR,RO,47.066488,22.148016,,,,,,,
H3368,FUGHIU,10,,HROR,RO,47.069443,22.070452,,,,,,,
H3369,CLABUCET,64,,HDAM,RO,45.5661,25.0937,,,,,,,
H337,Hpp galceag GALC1,148.7,,HDAM,RO,45.5879,23.6279,,,,,2933,40985,
H3370,RUCAR,23,,HROR,RO,45.40486,25.15259,,,,,,,
H3371,DRAGOSLAVELE,7.7,,HROR,RO,45.33026,25.163888,,,,,,,
H3372,VACARESTI,4.84,,HDAM,RO,44.821493,25.488923,,,,,,,
H3373,SCROPOASA,12,,HDAM,RO,45.341494,25.430563,,,,,,,
H3374,DOBRESTI,16,,HDAM,RO,45.309726,25.418143,,,,,,,
H3375,MOROIENI,15,,HROR,RO,45.254715,25.41247,,,,,,,
H3376,TG.JIU,11.8,,HROR,RO,45.032495,23.263675,,,,,,,
H3377,GURA LOTRULUI,24.9,,HROR,RO,45.344738,24.275161,,,,,,,
H3378,TURNU,70,,HDAM,RO,45.277016,24.309554,24,,,,,,
H3379,CALIMANESTI (Olt),38,,HROR,RO,45.240308,24.346887,,,,,,,
H3380,RAURENI,48,,HROR,RO,45.071415,24.361505,,,,,,,
H3381,CLOPOTIVA,14,,HROR,RO,45.498403,22.842011,,,,,,,
H3382,OSTROVU MIC,15.9,,HDAM,RO,45.517246,22.854632,,,,,,,
H3383,OSTROVU MARE,15.9,,HROR,RO,45.524151,22.859883,,,,,,,
H3384,CARNESTI  I,15.9,,HROR,RO,45.535967,22.87017,,,,,,,
H3385,CARNESTI  II,11.5,,HROR,RO,45.546616,22.879027,,,,,,,
H3386,PACLISA,15.9,,HDAM,RO,45.562186,22.8975,,,,,,,
H3387,TOTESTI  I,15.9,,HROR,RO,45.571376,22.907179,,,,,,,
H3388,TOTESTI  II,15.9,,HROR,RO,45.582495,22.924621,,,,,,,
H3389,ORLEA,11.5,,HROR,RO,45.592718,22.973351,,,,,,,
H339,Strasbourg STRASBOURG - Strasbourg Hydroelectric Power Station France,147.8,,HROR,FR,48.52561,7.79456,22,30,,,1697,39811,
H3390,SUBCETATE,12.22,,HROR,RO,45.615251,23.012205,,,,,,,
H3391,PLOPI,12,,HROR,RO,45.63866,23.011972,,,,,,,
H3392,BRETEA,12,,HROR,RO,45.667992,23.001966,,,,,,,
H3393,SASCIORI,42,,HDAM,RO,45.821684,23.610768,,,,,,,
H3394,PETRESTI,4.25,,HROR,RO,45.906206,23.558358,,,,,,,
H3395,SOMES CALD,12,,HDAM,RO,46.73178,23.35068,70,7.5,,,,,
H3396,GILAU (I and II),13.53,,HROR,RO,46.74472,23.37164,60,,,,,,
H3397,FLORESTI (I and II),7.2,,HROR,RO,46.749503,23.476444,10,,,,,,
H3398,IZVOARELE,16,,HDAM,RO,45.267768,26.024851,,,,,,,
H3399,VALENII DE MUNTE,10,,HDAM,RO,45.209482,26.050985,,,,,,,
H34,Malta hauptstufe Malta-Hauptstufe-KW - Malta Haupstufe (Rottau)  Pumped Storage Power Plant Austria,730,,HDAM,AT,46.870564,13.329601,1106,6.2,16100,715,1543,44815,WRI1005206
H340,Rheinkraftwerk iffezheim Rheinkraftwerk Iffezheim,146,,HROR,DE,48.83135,8.11216,,,,740,1871,,
H3400,CHE MALAIA,18,,HDAM,RO,45.35365,24.02453,,3.4,,,,,
H3401,CHE MOTRU,50,,HDAM,RO,45.134775,22.806895,,,,,,,
H3402,CHE RAUL ALB,41,,HDAM,RO,45.156224,22.410357,230,17,,,,,
H3403,HE Tiszalok,13.5,,HROR,HU,48.025136,21.307715,4.5,,,,,,
H3404,HE Ikervar,1.8,,HROR,HU,47.217304,16.934066,8,,,,,,
H3405,Orelle,72,,HROR,FR,45.20308,6.57913,,,,140,,,
H3406,Calypso,19.8,,HROR,FR,45.235311,6.4399136,,,,,,,
H3407,Arvan,29,,HROR,FR,45.239059,6.3168593,,,,117,,,
H3408,Laparan,44,,HDAM,FR,42.6717259,1.7009906,439,15.7,,92,,,
H3409,SEIRA HYDROELECTRIC PLANT ,36.65,,HROR,ES,42.478026,0.4360963,146.5,,,,,,
H341,Saussaz SAUSSAZ,145.4,,HROR,FR,45.20992,6.47663,,,,410,1896,,
H3410,Obervermuntwerk II,360,360,HPHS,AT,46.936111,10.0625,291,35.63076923,134690,,,,
H3411,Centrale di Premadio - S. Giacomo,254.5,,HDAM,IT,46.4862865,10.3492706,646.7,188.1,288388,,,,
H3412,Centrale di Ampezzo,62.1,,HDAM,IT,46.4277312,12.7834987,480,70,79657,,,,
H3413,Centrale di San Bernardo,34.2,,HDAM,IT,46.3420087,9.3687663,1014,20,,56,,,
H3414,Centrale di Prestone,23.5,,HDAM,IT,46.392704,9.353384,184.93,0.16,70,73,,,
H3415,Isolato Madesimo,16.2,,HDAM,IT,46.443199,9.335009,275.8,1.76,1150,,,,
H3416,Kraftwerk Alberschwende,30,,HROR,AT,47.470464,9.862094,96,,,,,,
H3417,Centrale Hydroélectrique de Tucoy,11.1,,HROR,FR,42.90973,-0.25888,,,,,,,
H3418, Centrale Hydroéléctrique d'Arrens,24.5,,HROR,FR,42.9474,-0.2179,,,,89,,,
H3419,Centrale Hydroélectrique de Nouaux,19.2,,HROR,FR,42.9842,-0.1428,,,,90,,,
H342,Dragan remeti Dragan (Remeti) Hydroelectric Power Station Romania - Dragan (Remeti) Hydroelectric Power Station Romania,144.1401274,,HDAM,RO,46.7889,22.7156,,,,,3170,40986,
H3420,Centrale Hydroélectrique de Lau-Balagnas,31.3,,HROR,FR,42.9929,-0.0998,,,,102,,,
H3421,Centrale Hydro-Électrique Luz I & 2,74.57,,HROR,FR,42.87024,-0.01209,,,,270,,,
H3422,Edison ARMISA (UP_ALTOADDA_1),14.58,,HDAM,IT,46.176359,9.982129,232,0.49,1462,24.9,,,
H3423,Edison Publino (UP_ALTOADDA_1),2.11,,HDAM,IT,46.150244,9.818459,342,5,4053,2.2,,,
H3424,Edison ZAPPELLO (UP_ALTOADDA_1),12.9,12.4,HPHS,IT,46.159346,9.930337,,11,,18.36,,,
H3425,Edison VEDELLO (UP_ALTOADDA_1),37.32,,HDAM,IT,46.15944,9.929995,387,9.06,,75,,,
H3426,Edison Belviso,62,,HROR,IT,46.160817,10.086202,,,,128,,,
H3427,Edison Ganda,60,,HDAM,IT,46.171156,10.06145,137,50,,104,,,
H3428,Edison Sonico,60,,HROR,IT,46.161206,10.352905,,,,148.9,,,
H3429,maentwrog,35.3,,HROR,UK,52.946,-3.9879,,,,60,,,GBR1000310
H343,Sondrio UP_SONDRIO_1,144,,HDAM,IT,46.286138,10.265884,,,,410,261,,
H3430,Glenlee,24,,HROR,UK,54.941,-3.9278,,,,,,,GBR1000459
H3431,Kendoon,24,,HROR,UK,55.0736,-4.1408,,,,,,,GBR1000460
H3432,Rheidol,55.975,,HROR,UK,52.4076,-3.8772,,,,,,,GBR0003552
H3433,Lochaber,65,,HDAM,UK,56.889722,-4.673333,48,40,,,,,
H3434,Peshqesh,34,,HROR,AL,41.705833,19.770278,,,,118.4,,,
H3435,Molí del Foix,0.06,,HROR,ES,42.03603903,1.563338987,,,,,,,
H3436,Can Sastre Nova,0.4,,HROR,ES,42.00521831,1.570468874,18.64,,,,,,
H3437,La Gafa,0.65,,HROR,ES,42.16655303,1.595000111,109.592,,,,,,
H3438,La Puda,0.4,,HROR,ES,42.15191325,1.598289272,59.5,,,,,,
H3439,Molí del Monegal (Guixers),0.135,,HROR,ES,42.1427755,1.59857559,,,,,,,
H344,Schärding neuhaus,96,,HROR,AT,48.4355526,13.44094485,,,,541,533,,
H3440,Fàbrica del Monegal,0.045,,HROR,ES,42.14074494,1.599709471,,,,,,,
H3441,Central de l'embassament de Sant Ponç,2.235,,HDAM,ES,41.96268329,1.605051744,,24.38,,,,,
H3442,Salt Canet i La Rabassa,0.463,,HROR,ES,41.93828583,1.622290498,18,,,,,,
H3443,CH Barat,0.104,,HROR,ES,42.12585939,1.650958876,19,,,,,,
H3444,La Llum,0.388,,HROR,ES,41.92905394,1.663412059,10.68,,,,,,
H3445,Salt El Calvet,0.295,,HROR,ES,41.91932598,1.674986889,6.61,,,,,,
H3446,Molí de Guixers RA,0.673,,HROR,ES,42.14020153,1.672944457,55.02,,,,,,
H3447,La Costa,0.1369,,HROR,ES,41.91933827,1.683886292,5.74,,,,,,
H3448,Molí de la Corriu,0.62,,HROR,ES,42.15597996,1.679150971,79.5,,,,,,
H3449,Can Bota - La Cubia,0.128,,HROR,ES,41.51568182,1.696795156,10.9,,,,,,
H3450,Salt Ca l'Alerd,0.23,,HROR,ES,41.51290652,1.698288837,16.43,,,,,,
H3451,Ca l'Afou,0.08,,HROR,ES,41.51145006,1.702512111,13.84,,,,,,
H3452,Molí Güell,1.2,,HROR,ES,42.18817962,1.6927465,118.47,,,,,,
H3453,Malagarrida,0.663,,HROR,ES,41.88866314,1.716614401,20.3,,,,,,
H3454,Colònia Valls,0.377,,HROR,ES,41.84721504,1.719876465,13.53,,,,,,
H3455,Valls La Ribera,0.16,,HROR,ES,41.83511343,1.730727867,8.6,,,,,,
H3456,Cal Jover,0.305,,HROR,ES,41.83169092,1.741368995,6.818,,,,,,
H3457,Fàbrica Vella,0.232,,HROR,ES,41.8370422,1.74808088,8,,,,,,
H3458,Suriatex,0.223,,HROR,ES,41.82762941,1.749661176,5,,,,,,
H3459,Fàbrica Antius,0.276,,HROR,ES,41.80580231,1.760943874,7.31,,,,,,
H346,Seitakorva,144,,HDAM,FI,66.314003,27.190001,25,1100,,484,,,
H3460,Finca Cortès,0.204,,HROR,ES,41.79664577,1.773842506,6,,,,,,
H3461,Cal Cavaller,0.296,,HROR,ES,41.79001052,1.778325619,7.4,,,,,,
H3462,Fàbrica Nova,0.145,,HROR,ES,41.78311952,1.780790978,5,,,,,,
H3463,Can Canals,0.134,,HROR,ES,41.76027854,1.789331277,6.01,,,,,,
H3464,Can Gallifa,0.115,,HROR,ES,41.74405695,1.807386981,8,,,,,,
H3465,Fàbrica del Mig,0.08,,HROR,ES,41.74456673,1.80790671,8,,,,,,
H3466,Can Borràs,0.08,,HROR,ES,41.74508127,1.808017457,8,,,,,,
H3467,Molí de la Coromina,0.02,,HROR,ES,42.07302546,1.821579917,18.35,,,,,,
H3468,Els Torrents,0.132,,HROR,ES,41.68444445,1.83589537,,,,,,,
H3469,Captació simats,0.122,,HROR,ES,41.70732861,1.840999554,5.513,,,,,,
H347,Plate taille PLATE TAILLE T - Plate Taille Hydroelectric Pumped Storage Project Belgeium,144,143,HPHS,BE,50.1857528,4.3823302,70,68.4,710,,832,41971,
H3470,Els Condals,0.25,,HROR,ES,41.69756655,1.844720083,6.39,,,,,,
H3471,Puig i Font,0.7,,HROR,ES,41.6137736,1.848221034,9.43,,,,,,
H3472,Cal Carné,0.2605,,HROR,ES,41.68027271,1.847360293,6,,,,,,
H3473,Salt Can Comas,0.24,,HROR,ES,41.60718125,1.849202369,3.8,,,,,,
H3474,Salt de Can Gomis,0.424,,HROR,ES,41.59391586,1.85391347,6.01,,,,,,
H3475,Colònia Burès,0.9,,HROR,ES,41.63967021,1.856477022,8.25,,,,,,
H3476,Salt de Pendis,1.085,,HROR,ES,42.257943,1.846572477,101.3,,,,,,
H3477,Salt de Bagà,0.665,,HROR,ES,42.25784614,1.846792467,48.4,,,,,,
H3478,El Borràs,0.504,,HROR,ES,41.62816297,1.859573572,,,,,,,
H3479,Can Soler,0.662,,HROR,ES,41.66554476,1.858938107,6.66,,,,,,
H3480,Font del Riu,0.287,,HROR,ES,41.65078953,1.859666913,3,,,,,,
H3481,Can Parareda,0.05,,HROR,ES,42.25521966,1.848913366,6.56,,,,,,
H3482,Berga-1 (Can Turó),0.411,,HROR,ES,42.10349825,1.852218465,22.4,,,,,,
H3483,Berga II,0.245,,HROR,ES,42.10074293,1.852280257,13.53,,,,,,
H3484,Els Carburos,0.24,,HROR,ES,41.6926911,1.859780265,6.12,,,,,,
H3485,Maurici Roset (riu Greixer),0.838,,HROR,ES,42.26848548,1.851594283,279,,,,,,
H3486,El Cairat,2.307,,HROR,ES,41.57079803,1.864241398,23.23,,,,,,
H3487,Can Balet i Vendrell (sala 1),0.598,,HROR,ES,41.66036804,1.864626534,4.14,,,,,,
H3488,Les Boades,0.492,,HROR,ES,41.68950457,1.864522863,7.5,,,,,,
H3489,La Bauma,0.506,,HROR,ES,41.62464018,1.866754119,6.31,,,,,,
H349,Slapy republic Slapy Hydroelectric Power Plant Czech Republic - Slapy Hydroelectric Power Plant Czech Republic,144,,HDAM,CZ,49.82354,14.434501,70,269.3,,248,3196,42359,
H3490,Salt de les Les Hortes,0.18,,HROR,ES,41.72614066,1.867761395,35.92,,,,,,
H3491,Marcetas,1.6898,,HROR,ES,41.71151442,1.868775405,26.984,,,,,,
H3492,Pont de Vilomara,0.523,,HROR,ES,41.6999854,1.869674554,7.5,,,,,,
H3493,Can Sedó,0.5,,HROR,ES,41.54840205,1.872966575,4.808,,,,,,
H3494,Teixits Gonfaus,0.11,,HROR,ES,42.24945718,1.864413031,1.8,,,,,,
H3495,El Collet de Vallcebre,0.495,,HROR,ES,42.21730487,1.866188796,,,,,,,
H3496,Hidrolèlectrica el Molí,0.43,,HROR,ES,41.85508735,1.872886721,5.375,,,,,,
H3497,Ciments Collet,0.08832,,HROR,ES,42.21599376,1.867484384,,,,,,,
H3498,Colònia Rosal (Berga-Olvan),0.935,,HROR,ES,42.07498298,1.870248963,16.5,,,,,,
H3499,La Plana,0.947,,HROR,ES,42.05440656,1.872402289,13.97,,,,,,
H35,Gabčíkovo Gabcikovo - Gabcikovo Hydroelectric Power Plant Slovakia,720,,HDAM,SK,47.88004,17.53841,24,,,2600,1724,42637,
H3500,Salt de Guardiola,0.56,,HROR,ES,42.21476232,1.869553876,24.42,,,,,,
H3501,Colònia Monegal,0.34,,HROR,ES,42.04622792,1.873235689,7.23,,,,,,
H3502,Molí del Casso,0.045,,HROR,ES,42.23981712,1.872270068,,,,,,,
H3503,Vilafruns,0.258,,HROR,ES,41.8418238,1.879671848,7.6,,,,,,
H3504,Colònia Cal Vidal,0.7,,HROR,ES,41.94100039,1.880120763,16.25,,,,,,
H3505,Berga 3 (Benjac) - Canal industrial de Berga,2.924,,HROR,ES,42.08444036,1.877661906,157.55,,,,,,
H3506,Tèxtil Moisa,0.375,,HROR,ES,41.83015711,1.882139308,4.7,,,,,,
H3507,Cal Riera,0.426,,HROR,ES,41.92981848,1.88055761,6.41,,,,,,
H3508,Ametlla de Merola,1.249,,HROR,ES,41.90807534,1.881359596,15.39,,,,,,
H3509,Colònia Marçal,0.47064,,HROR,ES,41.95627126,1.881530631,10.915,,,,,,
H351,Saint esteve SAINT ESTEVE - Saint Esteve-Janson Hydroelectric Power Station France,141,,HDAM,FR,43.69049,5.38489,,,,,1610,39736,
H3510,Central de l'embassament de La Baells,6.95,,HDAM,ES,42.11826235,1.879835414,100,109.43,,,,,
H3511,Puig-Reig,0.95,,HROR,ES,41.97682588,1.882631489,9.37,,,,,,
H3512,Cal Metre,0.428,,HROR,ES,42.03598369,1.882042724,11.2,,,,,,
H3513,Càtex Molí,0.125,,HROR,ES,41.53538772,1.891605563,5.67,,,,,,
H3514,Colònia Cal Pons,1.26,,HROR,ES,41.96474872,1.884544124,13.78,,,,,,
H3515,Filatures Forcada,0.261,,HROR,ES,41.90021994,1.885824704,4,,,,,,
H3516,Colonia Soldevila,0.289,,HROR,ES,41.88440528,1.886858856,,,,,,,
H3517,Colònia Viladomiu Vell,0.48,,HROR,ES,42.00792506,1.885384116,7.17,,,,,,
H3518,La Rabeia,0.23,,HROR,ES,41.8766047,1.887705265,5.685,,,,,,
H3519,Cal Prat,0.72,,HROR,ES,41.98690081,1.885992408,,,,,,,
H352,Nuova biaschina,141,,HROR,CH,46.36495121,8.928785368,,,,,2424,,
H3520,Cal Bassacs,0.3,,HROR,ES,42.02235088,1.886050155,9.32,,,,,,
H3521,Guixaró,0.238,,HROR,ES,41.99492286,1.886637287,7.48,,,,,,
H3522,Viladomiu Nou,0.36,,HROR,ES,42.0026773,1.886622845,6.99,,,,,,
H3523,El Pont Vell,0.2,,HROR,ES,41.75319535,1.89250892,4.57,,,,,,
H3524,Serrassans,0.132,,HROR,ES,41.82674451,1.891531123,,,,,,,
H3525,Casa Torres Amat,0.036,,HROR,ES,41.82422499,1.893645704,,,,,,,
H3526,Nova Xibèria,0.562,,HROR,ES,41.82189096,1.895383662,9.55,,,,,,
H3527,Fàbrica del Riu,0.081,,HROR,ES,41.74855732,1.897243186,3.34,,,,,,
H3528,Sant Benet,0.377,,HROR,ES,41.7430838,1.901281453,8.3,,,,,,
H3529,Pont de Cabrianes,0.108,,HROR,ES,41.77519042,1.903813853,5.1,,,,,,
H353,Gerstheim GERSTHEIM - Gerstheim Hydroelectric Power Station France,140.5,,HROR,FR,48.40385,7.72775,21,25,,,1623,39807,
H3530,Cabrianes,0.225,,HROR,ES,41.79891361,1.903734608,8.55,,,,,,
H3531,Galobart,0.581,,HROR,ES,41.76397676,1.905688977,6.54,,,,,,
H3532,La Corbatera,0.202,,HROR,ES,41.78094347,1.905460695,8.1,,,,,,
H3533,Can Bros,0.8875,,HROR,ES,41.49621316,1.921697686,6.4585,,,,,,
H3534,Colònia Jorba,0.075,,HROR,ES,41.75871998,1.934780563,15,,,,,,
H3535,Fàbrica d'Electricitat Jorba,0.48,,HROR,ES,41.76485859,1.942137809,72.74,,,,,,
H3536,La Cortada,0.145,,HROR,ES,41.98922766,1.967235725,12.6,,,,,,
H3537,Ca l'Artigas / CH Carburs (171450-003),0.58,,HROR,ES,42.25214423,1.975697771,60,,,,,,
H3538,Granja Escrigàs,0.00736,,HROR,ES,42.0046349,1.981018173,8.8,,,,,,
H3539,Clot del Moro,2.6,,HROR,ES,42.260534,1.979296208,321.69,,,,,,
H354,Vogelgrun VOGELGRUN - Vogelgrun Hydroelectric Power Station France,140.5,,HROR,FR,48.0203,7.57393,,,,,1909,,
H3540,El molí de les fonts del Llobregat,0.0666,,HROR,ES,42.28162582,2.012150618,7.5,,,,,,
H3541,Molí Serradell (Merdàs),0.0047775,,HROR,ES,42.23465992,2.118368921,,,,,,,
H3542,Parramon,0.336,,HROR,ES,42.26703586,2.158974578,19.71,,,,,,
H3543,Montagut (AEG),1.008,,HROR,ES,42.27822126,2.160172008,36.07,,,,,,
H3544,Colònia Fàbregas,0.3576,,HROR,ES,42.29088775,2.161932421,,,,,,,
H3545,Colònia Herand,0.14,,HROR,ES,42.24671704,2.16377799,10,,,,,,
H3546,Molí d'en Sart,0.037,,HROR,ES,42.3082165,2.163304185,,,,,,,
H3547,Pont de la Cabreta,0.78,,HROR,ES,42.25018771,2.164229157,34,,,,,,
H3548,Colònia Pernau,0.426,,HROR,ES,42.23961625,2.165714025,12,,,,,,
H3549,Prat Rumí,0.16,,HROR,ES,42.29492444,2.165906318,12.875,,,,,,
H3550,El Molí de Queralbs,0.7,,HROR,ES,42.34634205,2.166173872,44.65,,,,,,
H3551,Colònia Molinou,0.232,,HROR,ES,42.23542572,2.167829517,10.3,,,,,,
H3552,Can Noguera 1,0.2,,HROR,ES,42.213903,2.168124253,13.32,,,,,,
H3553,Can Noguera 2,0.082,,HROR,ES,42.21179714,2.168345726,6.53,,,,,,
H3554,Fàbrica de Pastes,0.064,,HROR,ES,42.30274212,2.167198344,8.79,,,,,,
H3555,El Martinet,0.09,,HROR,ES,42.22229107,2.169819558,,,,,,,
H3556,Plaça del Mercat,0.1,,HROR,ES,42.30659165,2.16897969,,,,,,,
H3557,Hilados,1.65,,HROR,ES,42.31099806,2.170559797,91.76,,,,,,
H3558,Carburos,1,,HROR,ES,42.31030553,2.170690227,,,,,,,
H3559,La Farba,1.2,,HROR,ES,42.35703397,2.171387468,53.62,,,,,,
H356,Baix logis neuf BAIX LOGIS NEUF - Logis Neuf Hydroelectric Power Station France,215,,HROR,FR,44.67605,4.78827,22,40,,,1574,39759,
H3560,Rialb,1,,HROR,ES,42.33365775,2.171864344,56.28,,,,,,
H3561,Salt de Freser,6,,HROR,ES,42.3642447,2.174705208,,,,,,,
H3562,Sorribes,0.29,,HROR,ES,42.20418487,2.17932341,12.4,,,,,,
H3563,Pardines,1.28,,HROR,ES,42.31430719,2.187456111,,,,,,,
H3564,Serra Balet,0.245,,HROR,ES,42.20320658,2.192491027,7.5,,,,,,
H3565,Sant Quintí,0.265,,HROR,ES,42.17818872,2.195279539,5.65,,,,,,
H3566,Greens Power,0.91,,HROR,ES,42.20564013,2.195318865,30.51,,,,,,
H3567,Salt Agafallops,0.145,,HROR,ES,42.18951574,2.197436893,,,,,,,
H3568,El Roig,0.56,,HROR,ES,42.17063214,2.197808841,9.95,,,,,,
H3569,l'Aliguer,0.296,,HROR,ES,42.15168794,2.202417433,4.36,,,,,,
H357,Waldeck I Pumped Storage Power Plant Germany - Waldeck I Pumped Storage Power Plant Germany,140,,HPHS,DE,51.166,9.0461,296,0.736,461,,,44355,
H3570,Salt La Corba,0.5,,HROR,ES,42.16445485,2.203128709,9.599,,,,,,
H3571,El Carbur de Dalt,0.628,,HROR,ES,42.12253574,2.205214841,,,,,,,
H3572,La Farga de Bebié,1.095,,HROR,ES,42.13133208,2.206097037,13.9,,,,,,
H3573,La Cúbia,0.597,,HROR,ES,42.14236196,2.208282764,10.628,,,,,,
H3574,Carburos Montesquiu,1.083,,HROR,ES,42.11326644,2.208874816,,,,,,,
H3575,l'Escala d'en Botei,0.728,,HROR,ES,42.15437532,2.209428164,10.353,,,,,,
H3576,La Verneda,0.66,,HROR,ES,42.10417195,2.217042735,7.018,,,,,,
H3577,Colònia Can Guixà,0.515,,HROR,ES,42.09865684,2.225866141,6.29,,,,,,
H3578,La Caseta,0.45,,HROR,ES,42.08439187,2.2287237,4.71,,,,,,
H3579,L'Illa,0.97,,HROR,ES,42.09292142,2.230131892,,,,,,,
H358,Torrão Torrao - G1 - Torrao Hydroelectric Power Plant Portugal,140,,HPHS,PT,41.097355,-8.261137,,,980,,2895,43573,
H3580,El Molí de l'Espona,0.3,,HROR,ES,42.07399057,2.23158168,,,,,,,
H3581,Salt de la Coromina,0.47,,HROR,ES,42.04427484,2.236483076,4.576,,,,,,
H3582,La Farga Lacambra,0.3,,HROR,ES,42.03801333,2.24025507,6.3,,,,,,
H3583,La Mambla d'Orís,1.317,,HROR,ES,42.073059,2.240465841,9.621,,,,,,
H3584,Serradal,0.6,,HROR,ES,42.22154747,2.239209697,12.8,,,,,,
H3585,Borgonyà,0.65,,HROR,ES,42.06343354,2.242200186,,,,,,,
H3586,Colònia Ymbern,0.232,,HROR,ES,42.05584899,2.243402201,,,,,,,
H3587,Cal Escolà,0.22,,HROR,ES,42.00360112,2.244625317,3.939,,,,,,
H3588,La Gleva,0.609,,HROR,ES,42.01024319,2.249389433,,,,,,,
H3589,CH Gallifa - Filatures Marquet - Grup 2,0.75,,HROR,ES,42.02019798,2.2511566,10.35,,,,,,
H359,Akkats Akkats Hydroelectric Power Station Sweden - Akkats Hydroelectric Power Station Sweden,149.044586,,HDAM,SE,66.6313945,19.819811,21,42,,540,775,42919,
H3590,Can Tarrés,0.3,,HROR,ES,42.04143223,2.254822031,3.04,,,,,,
H3591,Colònia Vilaseca,0.31,,HROR,ES,42.05892249,2.2547626,6.46,,,,,,
H3592,Filats Rusiñol,0.24,,HROR,ES,41.99553105,2.258412413,5.1,,,,,,
H3593,Can Blanc,0.107,,HROR,ES,42.04822459,2.257824005,,,,,,,
H3594,Cal Gat,0.6,,HROR,ES,42.22373793,2.257371258,16.33,,,,,,
H3595,Dolcet,0.209,,HROR,ES,41.99700886,2.265531021,,,,,,,
H3596,Comamala,0.1,,HROR,ES,42.23160075,2.281467957,,,,,,,
H3597,Can Benet,0.075,,HROR,ES,42.25969377,2.283331412,,,,,,,
H3598,Cal Espona,0.5,,HROR,ES,42.23554912,2.286380015,23.15,,,,,,
H3599,Malars,0.135,,HROR,ES,41.98423404,2.290762742,3.04,,,,,,
